38,29,1,2,0,0,0,0,6,1,0,1,1
19,12,0,1,0,0,0,0,0,0,0,1,0
136,43,85,3,1,0,0,0,48,1,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
23,16,0,1,0,0,0,0,0,0,0,0,0
59,21,30,2,1,0,0,0,4,1,0,0,1
298,16,24,3,2,0,1,2,25,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
27,20,0,2,0,0,0,0,0,0,0,0,0
22,6,8,1,0,0,0,0,3,1,0,1,1
23,8,7,2,0,0,0,0,2,1,0,0,1
22,6,8,1,0,0,0,0,2,1,0,1,1
47,38,1,2,2,0,0,0,6,1,0,0,1
18,10,0,1,0,0,0,0,0,1,0,0,1
31,24,0,1,0,0,0,0,0,0,0,0,0
51,21,22,3,0,0,0,0,3,1,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,0,0
32,25,0,1,0,0,0,0,0,0,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,1,0,0,0,2,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
24,17,0,1,0,0,0,0,0,0,0,0,0
24,5,11,1,0,0,0,0,0,1,0,0,1
19,12,0,1,0,0,0,0,2,0,0,0,0
19,12,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,1,0
21,6,7,1,1,0,0,0,0,1,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
22,7,7,1,0,0,0,0,0,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
190,15,108,3,3,0,1,4,25,1,0,0,1
31,8,6,1,0,0,1,1,5,1,0,0,1
46,21,17,2,0,0,0,0,16,1,0,0,1
23,16,0,1,0,0,0,0,0,0,0,0,0
47,31,8,2,0,0,0,0,8,1,0,0,1
22,7,7,1,0,0,0,0,1,1,0,0,1
20,13,0,2,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
27,18,1,2,0,0,0,0,1,1,0,0,1
18,11,0,1,1,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,2,0,0,0,0
22,7,7,1,0,0,0,0,0,1,0,0,1
28,21,0,2,0,0,0,0,0,0,0,0,0
43,34,1,2,5,0,0,0,0,1,0,0,1
26,17,1,2,0,0,0,0,1,1,0,0,1
62,43,11,3,1,0,0,0,16,1,0,0,1
42,33,1,2,2,0,0,0,6,1,0,0,1
22,7,7,1,0,0,0,0,0,1,0,0,1
22,6,8,1,0,0,0,0,1,1,0,1,1
13,6,0,1,0,0,0,0,0,0,0,0,0
48,36,1,2,2,0,1,1,11,0,0,0,1
60,28,24,3,1,0,0,0,7,1,0,0,1
37,29,1,2,1,0,0,0,4,0,0,0,1
22,6,8,1,0,0,0,0,4,1,0,1,1
17,10,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,0,0,0,2,1,0,1,1
23,8,7,2,0,0,0,0,0,1,0,0,1
32,24,0,2,0,0,0,0,0,1,0,0,1
17,10,0,2,0,0,0,0,0,0,0,0,0
19,12,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,0,0,0,3,1,0,1,1
95,21,66,2,1,0,0,0,12,1,0,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,0,0
84,15,61,2,0,0,0,0,8,1,0,0,1
23,16,0,1,0,0,0,0,0,0,0,0,0
175,15,108,2,3,0,1,3,15,1,0,0,1
23,8,7,2,0,0,0,0,1,1,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
16,9,0,1,0,0,0,0,0,0,0,0,0
19,12,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,1,0,0,0,0,0,0,0,0
16,9,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,0,0,0,4,1,0,1,1
32,14,10,2,0,0,0,0,3,1,0,0,1
31,22,1,2,0,0,0,0,0,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
48,39,1,2,3,0,0,0,0,1,0,0,1
44,18,18,2,1,0,0,0,0,1,0,0,1
75,14,49,3,6,0,1,1,7,1,0,0,1
22,7,7,1,0,0,0,0,0,1,0,0,1
41,34,0,2,1,0,0,0,7,0,0,0,1
42,33,1,2,2,0,0,0,6,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
51,21,22,3,0,0,0,0,1,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
21,14,0,2,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
25,10,7,1,0,0,0,0,3,1,0,0,1
23,16,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,0,0
69,15,37,2,1,0,1,1,8,1,0,0,1
28,19,1,2,0,0,0,0,0,1,0,0,1
22,15,0,1,0,0,0,0,0,0,0,0,0
23,8,7,2,0,0,0,0,0,1,0,0,1
23,8,7,2,0,0,0,0,0,1,0,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0
48,39,1,2,0,0,0,0,0,1,0,0,1
26,19,0,1,0,0,0,0,0,0,0,0,0
19,12,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
25,11,6,1,0,0,0,0,1,1,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0
16,9,0,1,0,0,0,0,0,0,0,0,0
18,11,0,2,0,0,0,0,0,0,0,0,0
21,6,7,1,1,0,0,0,0,1,0,0,1
23,4,11,1,0,0,0,0,1,1,0,1,1
32,25,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
22,15,0,2,0,0,0,0,0,0,0,0,0
175,15,108,2,2,0,1,3,11,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
29,17,4,2,1,0,0,0,0,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,2,0,0,0,0
26,19,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
60,28,24,3,1,0,0,0,11,1,0,0,1
98,15,38,3,0,0,1,2,17,1,0,1,1
18,11,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
46,25,14,4,0,0,0,0,1,0,0,0,1
60,51,1,2,3,0,0,0,0,1,0,0,1
14,7,0,1,0,0,0,0,0,0,0,0,0
84,15,61,2,0,0,0,0,8,1,0,0,1
20,5,7,1,0,0,0,0,2,1,0,0,1
35,26,1,2,0,0,0,0,0,1,0,0,1
78,23,47,2,4,0,0,0,18,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
14,7,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
107,38,15,5,2,0,1,3,3,1,0,0,1
32,17,7,2,0,0,0,0,0,1,0,0,1
190,15,108,3,2,0,1,4,15,1,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
33,24,1,2,0,0,0,0,0,1,0,1,1
43,15,20,2,0,0,0,0,15,1,0,0,1
27,18,1,2,0,0,0,0,0,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
13,6,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
29,22,0,1,0,0,0,0,0,0,0,0,0
22,15,0,1,0,0,0,0,0,0,0,0,0
21,6,7,1,1,0,0,0,0,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,2,0,0,0,0
23,4,11,1,0,0,0,0,0,1,0,1,1
24,17,0,2,0,0,0,0,0,0,0,0,0
16,9,0,1,1,0,0,0,0,0,0,0,0
23,16,0,1,0,0,0,0,0,0,0,0,0
190,15,108,3,4,0,1,4,13,1,0,0,1
27,18,1,2,0,0,0,0,0,1,0,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0
19,12,0,1,0,0,0,0,0,0,0,0,0
24,17,0,1,2,0,0,0,0,0,0,0,0
24,17,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
21,14,0,2,0,0,0,0,0,0,0,0,0
24,17,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,0,0,0,2,1,0,1,1
23,16,0,2,1,0,0,0,0,0,0,0,0
23,12,4,1,0,0,0,0,0,0,0,0,1
34,25,1,2,0,0,0,0,0,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
19,12,0,1,0,0,0,0,2,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,1,0
38,29,1,2,3,0,0,0,6,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
23,8,7,2,0,0,0,0,1,1,0,0,1
27,18,1,2,1,0,0,0,3,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
106,49,15,5,1,1,1,1,8,1,0,0,1
22,15,0,2,0,0,0,0,0,0,0,1,0
20,13,0,1,0,0,0,0,0,0,0,0,0
29,20,1,2,1,0,0,0,2,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
83,74,1,3,0,0,0,0,6,1,0,0,1
48,17,23,2,0,0,0,0,6,1,0,0,1
175,15,108,2,1,0,1,3,18,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
23,16,0,1,0,0,0,0,0,0,0,0,0
190,15,108,3,1,0,1,4,19,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
83,74,1,3,0,0,0,0,9,1,0,0,1
44,35,1,2,2,0,0,0,4,1,0,0,1
13,6,0,1,0,0,0,0,0,0,0,0,0
36,27,1,2,0,0,0,0,0,1,0,0,1
56,20,28,3,1,0,0,0,0,1,0,0,1
37,29,0,2,0,0,0,0,0,1,0,0,1
41,25,8,2,0,0,0,0,1,1,0,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
21,6,7,1,1,0,0,0,1,1,0,0,1
35,13,14,1,0,0,0,0,1,1,0,0,1
120,15,60,3,4,0,1,2,18,1,0,1,1
22,6,8,1,0,0,0,0,2,1,0,1,1
51,21,22,3,0,0,0,0,0,1,0,0,1
18,11,0,2,0,0,0,0,0,0,0,0,0
12,5,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,0,0
23,8,7,2,0,0,0,0,0,1,0,0,1
25,18,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,1,0,0,0,2,0,0,0,0
23,16,0,1,0,0,0,0,0,0,0,0,0
37,28,1,2,0,0,0,0,1,1,0,1,1
26,17,1,2,0,0,0,0,0,1,0,0,1
40,33,0,2,1,0,0,0,1,0,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
61,43,10,3,1,0,0,0,21,1,0,0,1
27,19,0,2,0,0,0,0,5,1,0,0,1
24,9,7,1,0,0,0,0,2,1,0,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0
23,16,0,1,1,0,0,0,0,0,0,0,0
22,7,7,1,0,0,0,0,0,1,0,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0
35,26,1,2,0,0,0,0,0,1,0,0,1
38,29,1,2,2,0,0,0,6,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
31,6,17,1,0,0,0,0,12,1,0,0,1
14,7,0,1,0,0,0,0,0,0,0,0,0
21,6,7,1,1,0,0,0,1,1,0,0,1
19,12,0,1,0,0,0,0,2,0,0,0,0
23,8,7,2,0,0,0,0,0,1,0,0,1
36,16,12,2,0,0,0,0,0,1,0,0,1
84,15,61,2,0,0,0,0,10,1,0,0,1
38,29,1,2,0,0,0,0,0,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
92,12,68,1,4,0,1,1,31,1,0,0,1
21,14,0,1,1,0,0,0,0,0,0,0,0
16,9,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
42,33,1,2,0,0,0,0,2,1,0,0,1
13,6,0,1,0,0,0,0,2,0,0,0,0
16,9,0,1,0,0,0,0,1,0,0,0,0
59,21,30,2,1,0,0,0,8,1,0,0,1
22,6,8,1,0,0,0,0,2,1,0,1,1
15,8,0,1,0,0,0,0,0,0,0,0,0
23,16,0,1,1,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,1,0
17,10,0,1,0,0,0,0,0,0,0,0,0
32,23,1,2,0,0,0,0,0,1,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
39,30,1,2,0,0,0,0,0,1,0,0,1
26,19,0,2,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
108,21,79,2,1,1,0,0,13,1,0,0,1
28,21,0,1,0,0,0,0,0,0,0,0,0
146,15,64,3,1,0,1,4,12,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,1,0
22,7,7,1,0,0,0,0,0,1,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0
84,15,61,2,1,0,0,0,10,1,0,0,1
22,6,8,1,0,0,0,0,1,1,0,1,1
18,11,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,1,0
36,27,1,2,0,0,0,0,4,1,0,0,1
29,15,6,2,0,0,0,0,0,1,0,0,1
22,15,0,1,0,0,0,0,0,0,0,0,0
23,8,7,2,0,0,0,0,0,1,0,0,1
27,18,1,2,0,0,0,0,0,1,0,0,1
44,19,17,2,0,0,0,0,0,1,0,0,1
40,12,20,1,0,0,0,0,0,1,0,0,1
27,11,8,1,0,0,0,0,1,1,0,1,1
21,6,7,1,1,0,0,0,0,1,0,0,1
18,11,0,1,1,0,0,0,0,0,0,0,0
234,32,194,5,8,0,0,3,67,1,0,0,1
167,15,108,2,1,0,1,3,18,1,0,0,1
43,15,20,2,0,0,0,0,15,1,0,0,1
35,27,0,2,0,0,0,0,0,1,0,0,1
105,21,76,3,1,0,0,0,5,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
32,23,1,1,1,0,0,0,0,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
41,26,7,3,1,0,0,0,0,1,0,0,1
14,7,0,1,0,0,0,0,0,0,0,0,0
22,15,0,1,0,0,0,0,0,0,0,0,0
14,7,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,1,0,0,0,0
23,16,0,1,0,0,0,0,0,0,0,0,0
31,15,8,2,0,0,0,0,0,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
22,15,0,1,0,0,0,0,0,0,0,0,0
23,16,0,1,0,0,0,0,0,0,0,0,0
19,12,0,1,0,0,0,0,0,0,0,0,0
45,16,21,2,0,0,0,0,0,1,0,0,1
18,11,0,2,0,0,0,0,0,0,0,0,0
76,25,1,2,1,0,1,2,21,1,0,0,1
14,7,0,1,0,0,0,0,0,0,0,0,0
40,31,1,2,0,0,0,0,17,1,0,0,1
43,34,1,2,1,0,0,0,1,1,0,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
35,26,1,2,1,0,0,0,1,1,0,0,1
22,15,0,1,0,0,0,0,0,0,0,0,0
42,13,21,2,0,1,0,0,1,1,0,0,1
20,5,7,1,0,0,0,0,1,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
13,6,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,1,0
118,15,46,3,0,0,1,3,14,1,0,1,1
16,9,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
25,18,0,1,0,0,0,0,0,0,0,0,0
42,33,1,2,2,0,0,0,6,1,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0
41,16,17,2,0,0,0,0,0,1,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0
36,27,1,2,0,0,0,0,2,1,0,0,1
16,9,0,1,0,0,0,0,0,0,0,0,0
18,11,0,2,0,0,0,0,1,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,0,0
175,15,108,2,1,0,1,3,18,1,0,0,1
34,25,1,2,0,0,0,0,0,1,0,0,1
23,16,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,0,0,0,2,1,0,1,1
21,14,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,2,0,0,0,0
22,15,0,2,0,0,0,0,0,0,0,0,0
230,24,18,2,0,0,1,2,29,1,0,0,1
22,7,7,1,0,0,0,0,2,1,0,0,1
16,9,0,1,0,0,0,0,0,0,0,0,0
43,34,1,2,2,0,0,0,4,1,0,0,1
62,43,11,3,1,0,0,0,21,1,0,0,1
14,7,0,1,0,0,0,0,0,0,0,0,0
19,12,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
24,17,0,1,1,0,0,0,0,0,0,0,0
41,32,1,2,4,0,0,0,0,1,0,0,1
51,21,22,3,0,0,0,0,1,1,0,0,1
16,9,0,1,0,0,0,0,0,0,0,1,0
22,7,7,1,0,0,0,0,1,1,0,0,1
32,16,1,1,0,0,1,0,0,1,0,0,1
63,43,12,3,1,0,0,0,22,1,0,0,1
21,6,7,1,1,0,0,0,0,1,0,0,1
33,24,1,2,0,0,0,0,0,1,0,1,1
24,7,9,1,0,0,0,0,6,1,0,0,1
83,74,1,3,0,0,0,0,8,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
22,7,7,1,0,0,0,0,0,1,0,0,1
175,15,108,2,5,0,1,3,17,1,0,0,1
18,11,0,1,1,0,0,0,0,0,0,0,0
13,6,0,1,0,0,0,0,0,0,0,0,0
13,6,0,1,0,0,0,0,0,0,0,0,0
20,11,1,2,0,0,0,0,0,1,0,0,1
13,6,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,1,0
22,15,0,1,0,0,0,0,0,0,0,0,0
167,15,108,2,1,0,1,3,15,1,0,0,1
31,23,0,2,0,0,0,0,0,1,0,0,1
23,8,7,2,0,0,0,0,1,1,0,0,1
24,17,0,1,0,0,0,0,3,0,0,0,0
25,16,1,2,0,0,0,0,0,1,0,0,1
22,15,0,1,0,0,0,0,0,0,0,0,0
14,7,0,1,0,0,0,0,0,0,0,0,0
22,7,7,1,0,0,0,0,0,1,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0
21,6,7,1,1,0,0,0,0,1,0,0,1
27,19,1,2,0,0,0,0,1,0,0,0,1
42,14,20,2,0,0,0,0,15,1,0,0,1
59,21,30,2,1,0,0,0,9,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
21,14,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
23,16,0,1,0,0,0,0,0,0,0,0,0
22,7,7,1,0,0,0,0,1,1,0,0,1
22,15,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
43,16,19,2,0,0,0,0,0,1,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
24,7,9,1,0,0,0,0,0,1,0,1,1
116,15,44,3,0,0,1,3,14,1,0,1,1
13,6,0,1,0,0,0,0,0,0,0,0,0
13,6,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
83,74,1,3,0,0,0,0,13,1,0,0,1
42,14,20,2,0,0,0,0,15,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
38,15,15,2,0,0,0,0,0,1,0,0,1
17,10,0,1,1,0,0,0,0,0,0,0,0
23,8,7,2,0,0,0,0,0,1,0,0,1
64,45,11,4,2,0,0,0,8,1,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
21,6,7,1,0,0,0,0,2,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
50,16,26,2,0,0,0,0,0,1,0,0,1
13,6,0,1,0,0,0,0,0,0,0,0,0
21,6,7,1,1,0,0,0,0,1,0,0,1
178,15,108,3,2,0,1,4,18,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
61,19,34,2,0,0,0,0,1,1,0,0,1
18,11,0,1,0,0,0,0,0,0,0,0,0
47,38,1,2,0,0,0,0,0,1,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
18,11,0,1,1,0,0,0,1,0,0,0,0
45,36,1,2,3,0,0,0,6,1,0,0,1
22,15,0,1,0,0,0,0,0,0,0,0,0
175,15,108,2,3,0,1,3,17,1,0,0,1
21,6,7,1,1,0,0,0,0,1,0,0,1
63,43,12,3,1,0,0,0,23,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0
20,13,0,2,0,0,0,0,0,0,0,1,0
50,18,24,2,0,0,0,0,0,1,0,0,1
77,20,7,2,1,0,1,2,23,1,0,0,1
20,13,0,1,0,0,0,0,0,0,0,1,0
19,12,0,1,0,0,0,0,0,0,0,0,0
23,16,0,1,0,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,0,0
22,15,0,1,0,0,0,0,0,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0
20,13,0,1,0,0,0,0,0,0,0,0,0
167,15,108,2,2,0,1,3,23,1,0,0,1
23,16,0,1,1,0,0,0,0,0,0,0,0
167,15,108,2,2,0,1,3,15,1,0,0,1
384,16,22,4,10,0,1,5,93,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
131,15,64,2,1,0,1,3,7,1,0,0,1
23,16,0,2,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0
22,15,0,1,0,0,0,0,0,0,0,0,0
48,16,24,2,0,0,0,0,2,1,0,0,1
21,6,7,1,1,0,0,0,1,1,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0
22,15,0,1,1,0,0,0,0,0,0,0,0
17,10,0,1,0,0,0,0,0,0,0,0,0
175,15,108,2,3,0,1,3,19,1,0,0,1
83,74,1,3,0,0,0,0,8,1,0,0,1
24,17,0,1,0,0,0,0,0,0,0,0,0
181,15,108,3,1,0,1,4,14,1,0,0,1
17,10,0,1,0,0,0,0,0,0,0,0,0
42,33,1,2,2,0,0,0,6,1,0,0,1
16,9,0,1,0,0,0,0,0,0,0,0,0
13,6,0,1,0,0,0,0,0,0,0,0,0
129,4,11,1,0,0,1,4,7,1,0,1,1
38,31,0,2,0,0,0,0,5,0,0,0,1
24,17,0,1,0,0,0,0,0,0,0,0,0
19,12,0,1,0,0,0,0,0,0,0,0,0
37,21,8,2,1,0,0,0,0,1,0,0,1
50,30,12,3,0,0,0,0,0,1,0,0,1
